title,publisher,YEAR,author keywords,scopusDistributionDate;;;;;;;;;;;;;;;;;;
    COVID-19 Deep Learning Prediction Model Using Publicly Available Radiologist-Adjudicated Chest X-Ray Images as Training Data: Preliminary Findings   ,Hindawi Limited,2020,,2020-12-13;;;;;;;;;;;;;;;;;;
International Conference on Tourism, Technology and Systems, ICOTTS 2020,Springer Science and Business Media Deutschland GmbH,2021,,2020-11-06;;;;;;;;;;;;;;;;;;
6th International Conference on Advanced Intelligent Systems and Informatics, AISI 2020,Springer Science and Business Media Deutschland GmbH,2021,,2020-11-06;;;;;;;;;;;;;;;;;;
23rd International Conference on Network-Based Information Systems, NBiS 2020,Springer,2021,,2020-11-06;;;;;;;;;;;;;;;;;;
COVID-19 Identification from Chest X-Rays,Institute of Electrical and Electronics Engineers Inc.,2020,convolutional neural networks; COVID-19; transfer learning; X-rays,2020-12-02;;;;;;;;;;;;;;;
Deep Learning Implementation of Facemask and Physical Distancing Detection with Alarm Systems,Institute of Electrical and Electronics Engineers Inc.,2020,Alarm System; COVID-19; Deep Learning; Facemask Detection; Physical Distancing Detection,2020-12-04;;;;;;;;;;;;;;
COVID-19 screening using a lightweight convolutional neural network with generative adversarial network data augmentation,MDPI AG,2020,COVID-19 screening; Feed-forward layer; Lightweight deep learning model; Separable convolution; Spatial pyramid pooling module,2020-11-30;;;;;;;;;;;;;;
A Deep Learning System to Screen Novel Coronavirus Disease 2019 Pneumonia,Elsevier Ltd,2020,Computed tomography; COVID-19; Location-attention classification model,2021-01-01;;;;;;;;;;;;;;;;
Unveiling COVID-19 from chest x-ray with deep learning: A hurdles race with small data,MDPI AG,2020,Chest X-ray; Classification; COVID-19; Deep learning,2020-10-19;;;;;;;;;;;;;;;
Deep learning models for forecasting and analyzing the implications of COVID-19 spread on some commodities markets volatilities,Elsevier Ltd,2020,ARIMA-Wavelet; Commodity market volatility; Covid-19 spread; Deep learning; Forecasting; LSTM; Pandemics risks,2021-01-28;;;;;;;;;;;;
Time series prediction for the epidemic trends of COVID-19 using the improved LSTM deep learning method: Case studies in Russia, Peru and Iran,Elsevier Ltd,2020,Covid-19; Forecasting; LSTM; Modeling; Rolling update mechanism,2020-08-26;;;;;;;;;;;;;;
Implementing an embedded system to identify possible COVID-19 suspects using thermovision cameras,Institute of Electrical and Electronics Engineers Inc.,2020,application; camera; detection; mask; thermal,2021-01-03;;;;;;;;;;;;;;
Assessing the Reality Gap of Robotic Simulations with Educational Purposes,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-02-07;;;;;;;;;;;;;;;;;;
Deep learning approach for dermototis identification,Institute of Electrical and Electronics Engineers Inc.,2020,Mobile application; Mobilenet; Skin disease detection; Transfer learning,2021-01-12;;;;;;;;;;;;;;;
Video Analysis on Handwashing Movement for the Completeness Evaluation,Institute of Electrical and Electronics Engineers Inc.,2020,classification; handwashing; video analysis,2021-01-21;;;;;;;;;;;;;;;;
On the Comparison of Social Distancing Violation Detectors with Graphical Processing Unit Support,Institute of Electrical and Electronics Engineers Inc.,2020,computer vision; deep learning; graphical processing unit; social distancing,2021-01-21;;;;;;;;;;;;;;;
A deep learning approach to characterize 2019 coronavirus disease (COVID-19) pneumonia in chest CT images,Springer Science and Business Media Deutschland GmbH,2020,COVID-19; Deep learning; Diagnosis; Multidetector computed tomography; Pneumonia,2021-01-25;;;;;;;;;;;;;;
Deep learning analysis provides accurate COVID-19 diagnosis on chest computed tomography,Elsevier Ireland Ltd,20,Computed tomography; Coronavirus disease 2019; Deep learning,2021-01-15;;;;;;;;;;;;;;;;
Deep learning-based model for detecting 2019 novel coronavirus pneumonia on high-resolution computed tomography,Nature Research,2020,,2021-01-29;;;;;;;;;;;;;;;;;;
Open resource of clinical data from patients with pneumonia for the prediction of COVID-19 outcomes via deep learning,Nature Research,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
Severity and Consolidation Quantification of COVID-19 from CT Images Using Deep Learning Based on Hybrid Weak Labels,Institute of Electrical and Electronics Engineers Inc.,2020,Computed tomography; consolidation; COVID-19; deep learning; lung; segmentation; severity; weak label,02/03/21;;;;;;;;;;;
Target-Centered Drug Repurposing Predictions of Human Angiotensin-Converting Enzyme 2 (ACE2) and Transmembrane Protease Serine Subtype 2 (TMPRSS2) Interacting Approved Drugs for Coronavirus Disease 2019 (COVID-19) Treatment through a Drug-Target Interaction Deep Learning Model,NLM (Medline),2020,ACE2; coronavirus; COVID-19; deep learning; drug repurposing; SARS-CoV-2; TMPRSS2,2021-01-03;;;;;;;;;;;;
Early pleural effusion detection from respiratory diseases including COVID-19 via deep learning,Institute of Electrical and Electronics Engineers Inc.,2020,Chest radiographs; COVID-19; deep learning; pleural effusion; pneumonia; tuberculosis,2021-01-22;;;;;;;;;;;;;
Fine-Tuning A Lightweight Convolutional Neural Networks for COVID-19 Diagnosis,Association for Computing Machinery,2020,chest X-ray image; convolutional neural networks; COVID-19; deep learning; machine learning; neural networks,2020-12-12;;;;;;;;;;;;;
Deep learning to distinguish COVID-19 from other lung infections, pleural diseases, and lung tumors,Institute of Electrical and Electronics Engineers Inc.,2020,Chest radiographs; COVID-19; deep learning; lung mass; pleural effusion; pneumonia,2021-01-22;;;;;;;;;;;;;
An Image Segment-based Classification for Chest X-Ray Image,Association for Computing Machinery,2020,Computer Vision; Coronavirus; COVID-19; Imbalanced Data; Neural Networks,2020-12-12;;;;;;;;;;;;;;
A Novel Deep Convolutional Neural Network Model for COVID-19 Disease Detection,Institute of Electrical and Electronics Engineers Inc.,2020,corono virus detection; deep learning; image classification; medical image processing,2021-01-31;;;;;;;;;;;;;;;
Analysis of COVID-19 Infections on a CT Image Using DeepSense Model,Frontiers Media S.A.,2020,artificial intelligence; convolutional neural network; COVID-19; CT images; DeepSense; prediction,2021-01-12;;;;;;;;;;;;;
Deep Learning Methods for Virus Identification from Digital Images,IEEE Computer Society,2020,classification; CNN; electron microscopy images; localization; virus,2021-01-22;;;;;;;;;;;;;;
Unveiling the molecular mechanism of SARS-CoV-2 main protease inhibition from 137 crystal structures using algebraic topology and deep learning,Royal Society of Chemistry,2020,,2020-12-02;;;;;;;;;;;;;;;;;;
Hybrid deep learning-based epidemic prediction framework of covid-19: South korea case,MDPI AG,2020,COVID-19; Epidemic modeling; Human mobility; Hybrid deep learning; Meta-population model,2021-01-12;;;;;;;;;;;;;;
Toward smart lockdown: A novel approach for covid-19 hotspots prediction using a deep hybrid neural network,MDPI AG,2020,CNN; COVID-19; Hotspots; Lockdown; LSTM; Prediction,2020-12-25;;;;;;;;;;;;;
Crosslingual named entity recognition for clinical de-identification applied to a COVID-19 Italian data set,Elsevier Ltd,2020,Annotated Italian data set; Clinical de-identification; COVID-19; Deep learning; Named entity recognition,2020-12-21;;;;;;;;;;;;;;
Detection of COVID-19 from Chest X-Ray Images Using Convolutional Neural Networks,SAGE Publications Inc.,2020,convolutional neural networks; coronavirus; COVID-19; pneumonia; X-ray,2021-01-05;;;;;;;;;;;;;;
Machine-learning classification of texture features of portable chest X-ray accurately classifies COVID-19 lung infection,BioMed Central Ltd,2020,Classification; COVID-19; Feature extraction; Machine learning; Morphological; Texture,2021-01-21;;;;;;;;;;;;;
From community-acquired pneumonia to COVID-19: a deep learningâ€“based method for quantitative analysis of COVID-19 on thick-section CT scans,Springer Science and Business Media Deutschland GmbH,2020,Artificial intelligence; COVID-19; Deep learning; Disease progression,2021-01-02;;;;;;;;;;;;;;;
Artificial intelligence for the detection of COVID-19 pneumonia on chest CT using multinational datasets,Nature Research,2020,,2021-01-06;;;;;;;;;;;;;;;;;;
Classification of Severe and Critical Covid-19 Using Deep Learning and Radiomics,Institute of Electrical and Electronics Engineers Inc.,2020,computed tomography (CT); COVID-19; deep learning; radiomics,2021-02-04;;;;;;;;;;;;;;;
DeepLMS: a deep learning predictive model for supporting online learning in the Covid-19 era,Nature Research,2020,,2021-01-03;;;;;;;;;;;;;;;;;;
Early triage of critically ill COVID-19 patients using deep learning,Nature Research,2020,,2020-12-25;;;;;;;;;;;;;;;;;;
Detecting Proper Mask Usage with Soft Attention,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-28;;;;;;;;;;;;;;;;;;
Does the COVID-19 Pandemic Spell the End for the Direct Ophthalmoscope?,Adis,2020,COVID-19; Direct ophthalmoscopy; Medical education; Pandemic,2020-12-28;;;;;;;;;;;;;;;
The importance of standardisation â€“ COVID-19 CT & Radiograph Image Data Stock for deep learning purpose,Elsevier Ltd,2020,COVID-19 classification dataset; CT; Radiograph,2021-03-06;;;;;;;;;;;;;;;;
Virtual screening of anti-HIV1 compounds against SARS-CoV-2: machine learning modeling, chemoinformatics and molecular dynamics simulation based analysis,Nature Research,2020,,2021-01-03;;;;;;;;;;;;;;;;;;
CIMI: Classify and itemize medical image system for PFT big data based on deep learning,MDPI AG,2020,Artificial intelligence; Big data; Deep learning; Image processing; Medical image; Optical character recognition,2021-01-23;;;;;;;;;;;;;
M3Lung-Sys: A Deep Learning System for Multi-Class Lung Pneumonia Screening from CT Imaging,Institute of Electrical and Electronics Engineers Inc.,2020,COVID-19; CT imaging; deep learning; lesion localization; multi-class pneumonia screening; weakly-supervised learning,2021-02-04;;;;;;;;;;;;;
A comprehensive study on classification of COVID-19 on computed tomography with pretrained convolutional neural networks,Nature Research,2020,,2020-11-06;;;;;;;;;;;;;;;;;;
Deep Learning for Screening COVID-19 using Chest X-Ray Images,Institute of Electrical and Electronics Engineers Inc.,2020,COVID-19; Domain Extension Transfer Learning; Gradient Class Activation Map (Grad-CAM); Thoracic Imaging,2021-01-28;;;;;;;;;;;;;;;
COVIDGR Dataset and COVID-SDNet Methodology for Predicting COVID-19 Based on Chest X-Ray Images,Institute of Electrical and Electronics Engineers Inc.,2020,convolutional neural networks; COVID-19; smart data,2021-02-06;;;;;;;;;;;;;;;;
Isfahan and Covid-19: Deep spatiotemporal representation,Elsevier Ltd,2020,COVID-19; Deep learning; Isfahan; Predication,2021-02-13;;;;;;;;;;;;;;;
StackNet-DenVIS: a multi-layer perceptron stacked ensembling approach for COVID-19 detection using X-ray images,Springer Science and Business Media Deutschland GmbH,2020,Covid-19; Deep neural networks; Generative adversarial networks; Image segmentation; Stacked generalization; Transfer learning,2021-02-02;;;;;;;;;;;;;
Improving the performance of CNN to predict the likelihood of COVID-19 using chest X-ray images with preprocessing algorithms,Elsevier Ireland Ltd,2020,Computer-aided diagnosis; Convolution neural network (CNN); Coronavirus; COVID-19 diagnosis; Disease classification; VGG16 network,2021-01-03;;;;;;;;;;;;;
Optimised genetic algorithm-extreme learning machine approach for automatic COVID-19 detection,Public Library of Science,2020,,2021-02-03;;;;;;;;;;;;;;;;;;
Hybrid-COVID: a novel hybrid 2D/3D CNN based on cross-domain adaptation approach for COVID-19 screening from chest X-ray images,Springer Science and Business Media Deutschland GmbH,2020,Chest X-ray; COVID-19; Deep learning; Hybrid 2D/3D CNN; Pneumonia,2021-01-15;;;;;;;;;;;;;;
COVID-Net: a tailored deep convolutional neural network design for detection of COVID-19 cases from chest X-ray images,Nature Research,2020,,2021-02-02;;;;;;;;;;;;;;;;;;
A model based on CT radiomic features for predicting RT-PCR becoming negative in coronavirus disease 2019 (COVID-19) patients,BioMed Central Ltd,2020,Computed tomography; COVID-19; Quantitative; Radiomics; RT-PCR,2021-01-18;;;;;;;;;;;;;;
Designing low-cost, accurate cervical screening strategies that take into account COVID-19: a role for self-sampled HPV typing2,BioMed Central Ltd,2020,Cervical screening; COVID-19; HPV; Self-sampling; Triage,2020-12-13;;;;;;;;;;;;;;
Sentiment Analysis of COVID-19 tweets by Deep Learning Classifiersâ€”A study to show how popularity is affecting accuracy in social media,Elsevier Ltd,2020,COVID-19; Deep learning; Emotional intelligence; Fuzzy rule; Gaussian membership function; Sentiment analysis; Tweets; WHO,2021-02-28;;;;;;;;;;;
Psychological screening and tracking of athletes and digital mental health solutions in a hybrid model of care: Mini review,JMIR Publications Inc.,2020,Adjustment; Artificial intelligence; Athletes; COVID-19; Digital mental health; Engagement; Hybrid model of care; Machine learning; Screening; Stress; Tracking; Well-being,2021-01-06;;;;;;;
Detection of hate speech in COVID-19-related tweets in the Arab Region: Deep learning and topic modeling approach,JMIR Publications Inc.,2020,CNN; Convolutional neural network; Coronavirus; COVID-19; Deep learning; Hate speech; NMF; Non-negative matrix factorization; Pandemic; Public health; Social media; Social network analysis; Twitter,2021-02-28;;;;;;
Performance Evaluation of Transfer Learning Technique for Automatic Detection of Patients with COVID-19 on X-Ray Images,Institute of Electrical and Electronics Engineers Inc.,2020,CNN; COVID19; Deep Learning; InceptionV3; Machine Learning; MobileNetV2; ResNet50V2; Transfer Learning; VGG16; VGG19; Xception,2021-02-05;;;;;;;;
Ensemble model for COVID-19 detection from chest X-ray scans using image segmentation, fuzzy color and stacking approaches,Institute of Electrical and Electronics Engineers Inc.,2020,CNN; COVID-19; Ensemble model; Fuzzy Histogram Hyperbolization; Image Segmentation; X-ray Scan,2021-02-07;;;;;;;;;;;;;
Prediction of Gross Domestic Product (GDP) in Indonesia Using Deep Learning Algorithm,Institute of Electrical and Electronics Engineers Inc.,2020,Deep Learning Algorithm; GDP Prediction; LSTM; RNN,2021-02-04;;;;;;;;;;;;;;;
A Modified Deep Convolutional Network for COVID-19 detection based on chest X-ray images,Institute of Electrical and Electronics Engineers Inc.,2020,chest X-ray images; COVID-19 detection; deep neural network; modified,2021-03-04;;;;;;;;;;;;;;;
Accuracy Improvement in Detection of COVID-19 in Chest Radiography,Institute of Electrical and Electronics Engineers Inc.,2020,CNN; Computer-Aided Diagnosis (CAD); COVID-19; COVID-19 Radiography database; DensNet; Medical image classification; ResNet,2021-02-04;;;;;;;;;;;;
Inferring Drug-Target Interactions Using Graph Isomorphic Network and Word Vector Matrix,Institute of Electrical and Electronics Engineers Inc.,2020,Computer-aided drug discovery; Drug-target interaction prediction; Graph Isomorphic Network,2021-02-09;;;;;;;;;;;;;;;;
Enhancing Automated COVID-19 Chest X-ray Diagnosis by Image-to-Image GAN Translation,Institute of Electrical and Electronics Engineers Inc.,2020,COVID-19; deep learning; GAN; generative adversarial network; image classification,2021-02-09;;;;;;;;;;;;;;
Attacks on Health Workers during COVID-19 Pandemic-Data Exploration and News Article Detection using NLP and GRU model,Association for Computing Machinery,2020,Data Exploration; Deep Learning; Natural Language Processing (NLP); Topic Modeling,2021-01-26;;;;;;;;;;;;;;;
Detection of COVID-19 using Hybrid ResNet and SVM,IOP Publishing Ltd,2020,COVID-19; Deep Learning; ResNet50; Support Vector Machine; VGG16,2021-01-30;;;;;;;;;;;;;;
MCNN: A deep learning based rapid diagnosis method for COVID-19 from the X-ray images,International Information and Engineering Technology Association,2020,Convolutional Neural Network (ConvNet or CNN); COVID-19; MCNN; RT-PCR; X-ray images,2021-03-04;;;;;;;;;;;;;;
An efficient mixture of deep and machine learning models for COVID-19 diagnosis in chest X-ray images,Public Library of Science,2020,,2021-02-19;;;;;;;;;;;;;;;;;;
Usefulness of machine learning in COVID-19 for the detection and prognosis of cardiovascular complications,IMR Press Limited,2020,Artificial intelligence; Cardiovascular; COVID-19; Machine learning,2021-02-02;;;;;;;;;;;;;;;
Lio-A Personal Robot Assistant for Human-Robot Interaction and Care Applications,Institute of Electrical and Electronics Engineers Inc.,2020,automation in life sciences: biotechnology; autonomous agents; human-centered robotics; pharmaceutical and health care; physical human-robot interaction; Service robotics,2021-01-26;;;;;;;;;;;;;
Implementation of a Computer Vision Framework for Tracking and Visualizing Face Mask Usage in Urban Environments,Institute of Electrical and Electronics Engineers Inc.,2020,computer vision; COVID-19; face masks; multi-object tracking,2020-12-28;;;;;;;;;;;;;;;
Heatmap Template Generation for COVID-19 Biomarker Detection in Chest X-rays,Institute of Electrical and Electronics Engineers Inc.,2020,Artificial Intelligence; Biomarkers; Covid-19; Neural Networks,2021-02-03;;;;;;;;;;;;;;;
A Novel Deep Learning Approach for Classification of COVID-19 Images,Institute of Electrical and Electronics Engineers Inc.,2020,Convolutional Neural Network; COVID-19; CT; Machine Learning; X-ray,2021-02-02;;;;;;;;;;;;;;
"CoroNet: A deep neural network for detection and diagnosis of COVID-19 from chest x-ray images,Elsevier Ireland Ltd,2020,""Convolutional Neural Network"; Coronavirus; COVID-19, Pneumonia viral; Deep learning;" Pneumonia bacterial"",2020-11-18";;;;;;;;;;;;;;
Studying the Similarity of COVID-19 Sounds based on Correlation Analysis of MFCC,Institute of Electrical and Electronics Engineers Inc.,2020,Breathing; correlation; coughing; COVID-19; Mel frequency cepstral coefficients; speech analysis,2020-12-23;;;;;;;;;;;;;
Deep-learning convolutional neural networks with transfer learning accurately classify COVID-19 lung infection on portable chest radiographs,PeerJ Inc.,2020,Chest X-ray; Computed tomography; Coronavirus; Lung infection; Machine learning,2021-01-21;;;;;;;;;;;;;;
X-ray Machines integration with AI,Institute of Electrical and Electronics Engineers Inc.,2020,Artificial Intelligence; Deep learning; Information technology; Machine Learning; Radiology; X rays,2021-02-09;;;;;;;;;;;;;
A New Embedded Surveillance System for Reducing COVID-19 Outbreak in Elderly Based on Deep Learning and IoT,Institute of Electrical and Electronics Engineers Inc.,2020,Age estimate; convolutional neural networks; COVID-19; Deep Learning; Internet of Things,2021-03-04;;;;;;;;;;;;;;
COVID-19 Detection System using Recurrent Neural Networks,Institute of Electrical and Electronics Engineers Inc.,2020,Artificial Intelligence; Breathing; coughing; COVID-19; Deep Learning; Recurrent Neural Network,2020-12-23;;;;;;;;;;;;;
AI and IoT Solutions for Tackling COVID-19 Pandemic,Institute of Electrical and Electronics Engineers Inc.,2020,Artificial Intelligence; COVID-19; Drug Development; Medical Diagnosis; Mortality Prediction,2021-01-26;;;;;;;;;;;;;;
H3DNN: 3D Deep Learning Based Detection of COVID-19 Virus using Lungs Computed Tomography,Institute of Electrical and Electronics Engineers Inc.,2020,3D deep learning; Artificial intelligence; Coronavirus; COVID-19; Deep learning,2021-02-04;;;;;;;;;;;;;;
Toward preparing a knowledge base to explore potential drugs and biomedical entities related to COVID-19: Automated computational approach,JMIR Publications Inc.,2020,2019-nCoV; Coronavirus; COVID-19; Dexamethasone; Hydroxychloroquine; Ivermectin; Remdesivir; SARS; SARS-CoV-2; Statin; Statins,2021-03-03;;;;;;;;
Machine Learning for Predicting Stock Market Movement using News Headlines,Institute of Electrical and Electronics Engineers Inc.,2020,Deep Learning; Machine Learning; Stock Movement; Text Classification; Text Mining,2021-01-26;;;;;;;;;;;;;;
COVID-19 chest radiography employing via Deep Convolutional Stacked Autoencoders,Institute of Electrical and Electronics Engineers Inc.,2020,COVID-19; CT; Deep Learning; SAE,2021-01-30;;;;;;;;;;;;;;;
Deep Learning Audio Spectrograms Processing to the Early COVID-19 Detection,Institute of Electrical and Electronics Engineers Inc.,2020,audio spectrograms; convolutional neural networks; COVID-19; deep learning; ImageNet's Xception architecture,2021-01-13;;;;;;;;;;;;;;
Deep Learning Applied to Capacity Control in Commercial Establishments in Times of COVID-19,Institute of Electrical and Electronics Engineers Inc.,2020,capacity control; Convolutional Neural Networks (CNN); COVID-19; Deep Learning; SARS-CoV-2; YOLO,2020-12-03;;;;;;;;;;;;;
An ensemble deep transfer-learning approach to identify COVID-19 cases from chest X-ray images,Institute of Electrical and Electronics Engineers Inc.,2020,COVID-19; deep learning; ensemble; transfer learning; X-Ray,2021-03-04;;;;;;;;;;;;;;
Recognition of COVID-19 disease from X-ray images by hybrid model consisting of 2D curvelet transform, chaotic salp swarm algorithm and deep learning technique,Elsevier Ltd,2020,Chaotic salp swarm algorithm; Coronavirus; Covid-19; Curvelet transform; Deep learning,2020-07-29;;;;;;;;;;;;;;
Deep-learning algorithms for the interpretation of chest radiographs to aid in the triage of COVID-19 patients: A multicenter retrospective study,Public Library of Science,2020,,2021-02-12;;;;;;;;;;;;;;;;;;
Artificial intelligence and pandemic control: Digital biopolitics and the end of the era of humanism [InteligÃªncia artificial e controle de pandemias: BiopolÃ­tica digital e o fim da era do humanismo],Centro UniversitÃ¡rio Curitiba - UNICURITIBA,2020,Artificial intelligence; Control of pandemics; Digital biopolitics,2020-12-01;;;;;;;;;;;;;;;;
Towards Enforcing Social Distancing Regulations with Occlusion-Aware Crowd Detection,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-02-04;;;;;;;;;;;;;;;;;;
Efficient deep learning approach for augmented detection of Coronavirus disease,Springer Science and Business Media Deutschland GmbH,2021,Analysis; Convolutional neural networks; Coronavirus; COVID-19; Deep learning; Medical images,;;;;;;;;;;;;;
Prediction of COVID-19 confirmed cases combining deep learning methods and Bayesian optimization,Elsevier Ltd,2021,Bayesian optimization; CNN; COVID-19; Deep learning; LSTM; Multi-head attention,;;;;;;;;;;;;;
Diagnosis of COVID-19 using CT scan images and deep learning techniques,Springer Science and Business Media Deutschland GmbH,2021,COVID-19; CT scan; Diagnosis using deep learning,;;;;;;;;;;;;;;;;
Determination of disease severity in COVID-19 patients using deep learning in chest x-ray images,Turkish Society of Radiology,2021,,;;;;;;;;;;;;;;;;;;
Deep Learning Approaches for Detecting COVID-19 from Chest X-ray Images: A Survey,Institute of Electrical and Electronics Engineers Inc.,2021,Biomedical imaging; Chest x-ray; coronavirus; COVID-19; COVID-19; Deep learning; deep learning; Lung; radiological imaging; Radiology; Task analysis; Tools,;;;;;;;
An Internet of Medical Things-Enabled Edge Computing Framework for Tackling COVID-19,Institute of Electrical and Electronics Engineers Inc.,2021,Affective computing; Biomedical monitoring; Cameras; COVID-19; Deep learning; deep learning; emotion analysis.; Hardware; Image edge detection; Internet of Medical Things; Monitoring,;;;;;;;;
Time series forecasting of COVID-19 transmission in Asia Pacific countries using deep neural networks,Springer Science and Business Media Deutschland GmbH,2021,Convolutional neural networks; COVID-19; GRU; LSTM; RNN,;;;;;;;;;;;;;;
Towards the sustainable development of smart cities through mass video surveillance: A response to the COVID-19 pandemic,Elsevier Ltd,2021,COVID-19 pandemic; deep learning; object detection; social distancing; Sustainable cities; video surveillance,;;;;;;;;;;;;;
Conclusion,Springer,2021,,;;;;;;;;;;;;;;;;;;
An ensemble of global and local-attention based convolutional neural networks for COVID-19 diagnosis on chest X-ray images,MDPI AG,2021,Convolutional neural network; COVID-19 detection; Multi-instance learning; Multi-label classification; Pneumonia diagnosis; Wrong feature attribution,;;;;;;;;;;;;;
ADOPT: automatic deep learning and optimization-based approach for detection of novel coronavirus COVID-19 disease using X-ray images,Taylor and Francis Ltd.,2021,CNN; Coronavirus; COVID-19; deep learning; J48; MOSHO; optimization,;;;;;;;;;;;;
An Ensemble Deep Learning Technique to Detect COVID-19 Misleading Information,Springer,2021,,;;;;;;;;;;;;;;;;;;
A comprehensive investigation of machine learning feature extraction and classification methods for automated diagnosis of COVID-19 based on X-ray images,Tech Science Press,2021,Artificial neural network; Convolutional neural networks; Coronavirus disease; COVID-19 diagnosis; Feature transfer learning; Machine learning; Resnet50; Support vector machine; X-ray images,;;;;;;;;;;
A deep learning-based COVID-19 automatic diagnostic framework using chest X-ray images,Elsevier Sp. z o.o.,2021,Chest X-ray radiographs; Coronavirus; Deep learning; Image processing; Pneumonia,;;;;;;;;;;;;;;
Automated processing of social media content for radiologists: applied deep learning to radiological content on twitter during COVID-19 pandemic,Springer Science and Business Media Deutschland GmbH,2021,CNN; COVID-19; Image classification; Social media; Twitter,;;;;;;;;;;;;;;
Distant Domain Transfer Learning for Medical Imaging,Institute of Electrical and Electronics Engineers Inc.,2021,COVID-19 Diagnosis; Deep Learning; Distant Transfer Learning; Domain Adaptation; Machine Learning; Medical Image Processing; Transfer Learning,;;;;;;;;;;;;
Leveraging Deep Learning for Designing Healthcare Analytics Heuristic for Diagnostics,Springer,2021,Big data; Deep learning algorithm; Endocrine diseases; Healthcare analytics; Infectious diseases; Learning healthcare system; Medical diagnostics; Neural nets,;;;;;;;;;;;
Deepdili: Deep learning-powered drug-induced liver injury prediction using model-level representation,American Chemical Society,2021,,;;;;;;;;;;;;;;;;;;
Automated quantification of COVID-19 severity and progression using chest CT images,Springer Science and Business Media Deutschland GmbH,2021,Biomarkers; COVID-19; Neural network; Pneumonia,;;;;;;;;;;;;;;;
Accurately differentiating between patients with COVID-19, patients with other viral infections, and healthy individuals: Multimodal late fusion learning approach,JMIR Publications Inc.,2021,Biomedical imaging; COVID-19; Deep learning; Diagnosis; Diagnosis support; Diagnostic; Differentiation; Feature fusion; Imaging; Machine learning; Multimodal; Testing,;;;;;;;
A Study of the Neutrosophic Set Significance on Deep Transfer Learning Models: an Experimental Case on a Limited COVID-19 Chest X-ray Dataset,Springer,2021,CNN; Coronavirus; COVID-19; Deep transfer learning; Neutrosophic; SARS-CoV-2,;;;;;;;;;;;;;
Long short-term memory approach for coronavirus disease prediction,University of Tehran,2021,COVID-19; Deep learning; LSTM; Prediction; Recurrent Neural Network (RNN),;;;;;;;;;;;;;;
Impact of unreliable content on social media users during COVID-19 and stance detection system,MDPI AG,2021,BERT; CNN; COVID-19; Data analysis; Data collection; Stance detection; Twitter; Unverified news; User behavior,;;;;;;;;;;
Weather Variability Control in Three Colombian Airports,Springer Science and Business Media Deutschland GmbH,2021,Horizontal visibility; Random forest; Vertical visibility,;;;;;;;;;;;;;;;;
AI-driven quantification, staging and outcome prediction of COVID-19 pneumonia,Elsevier B.V.,2021,Artifial intelligence; Biomarker discovery; COVID 19 pneumonia; Deep learning; Ensemble methods; Prognosis; Staging,;;;;;;;;;;;;
EMCNet: Automated COVID-19 diagnosis from X-ray images using convolutional neural network and ensemble of machine learning classifiers,Elsevier Ltd,2021,Automatic diagnosis; Convolutional neural network; COVID-19; Ensemble of classifiers; X-ray images,;;;;;;;;;;;;;;
Will the COVID-19 pandemic transform infection prevention and control in surgery? Seeking leverage points for organizational learning,Oxford University Press,2021,,;;;;;;;;;;;;;;;;;;
Intelligent Intraoperative Haptic-AR navigation for COVID-19 Lung Biopsy using Deep Hybrid Model,IEEE Computer Society,2021,AR-based; Biological system modeling; Biopsy; COVID-19; COVID-19; Lung; Lung biopsy; Navigation; Solid modeling; Surgery; Surgical navigation; WPD-CNN-LSTM model,;;;;;;;
Advancing Remote Healthcare using Humanoid and Affective Systems,Institute of Electrical and Electronics Engineers Inc.,2021,Affective Computing; Brain-Computer Interface; Brain-computer interfaces; Emotion Analysis; Feature extraction; Human-Robot Interaction; Humanoid robots; Medical treatment; Real-time systems; Robots; Sensors; Skeletal tracking; Statistical Learning,;;;;;;
(Machine) learning from the COVID-19 lockdown about electricity market performance with a large share of renewables,Academic Press Inc.,2021,European electricity market; Machine learning; Net demand shock; Re-dispatch market power; Real-time grid operation,;;;;;;;;;;;;;;
PANAS-TDL: A Psychrometric Deep Learning Model for Characterizing Sentiments of Tourists Against the COVID-19 Pandemic on Twitter,Springer Science and Business Media Deutschland GmbH,2021,Natural language processing; PANAS (Positive and Negative Affect Schedule); Sentiment analysis; Stacked deep learning model; Twitter,;;;;;;;;;;;;;;
The ensemble deep learning model for novel COVID-19 on CT images,Elsevier Ltd,2021,COVID-19; Deep learning; Ensemble learning; Lung CT images,;;;;;;;;;;;;;;;
Chest ct evaluation of 11 persistent asymptomatic patients with SARS-CoV-2 infection,National Institute of Health,2021,,;;;;;;;;;;;;;;;;;;
On the application of advanced machine learning methods to analyze enhanced, multimodal data from persons infected with covid-19,MDPI AG,2021,COVID-19; Deep learning; Machine learning; NLP; Sentiment analysis; Weather,;;;;;;;;;;;;;
Mobilenet mask: A multi-phase face mask detection model to prevent person-to-person transmission of sars-cov-2,Springer Science and Business Media Deutschland GmbH,2021,COVID-19; Deep learning; Face mask; MobileNetV2; SARS-CoV-2,;;;;;;;;;;;;;;
FCOD: Fast COVID-19 Detector based on deep learning techniques,Elsevier Ltd,2021,Chest X-ray images; COVID-19 detection; Deep learning; Image processing; Medical applications; Radiology images,;;;;;;;;;;;;;
